film_id,title,category,rating,length,rental_duration,rental_rate,replacement_cost,stars
139,"Chasing Fight",Family,PG,114,7,4.99,21.99,"Tom Miranda"
139,"Chasing Fight",Family,PG,114,7,4.99,21.99,"Jada Ryder"
139,"Chasing Fight",Family,PG,114,7,4.99,21.99,"Fay Winslet"
139,"Chasing Fight",Family,PG,114,7,4.99,21.99,"Russell Temple"
139,"Chasing Fight",Family,PG,114,7,4.99,21.99,"Mena Hopper"
140,"Cheaper Clyde",Sci-Fi,G,87,6,0.99,23.99,"Penelope Guiness"
140,"Cheaper Clyde",Sci-Fi,G,87,6,0.99,23.99,"Lucille Tracy"
141,"Chicago North",Games,PG-13,185,6,4.99,11.99,"Mae Hoffman"
141,"Chicago North",Games,PG-13,185,6,4.99,11.99,"Cuba Allen"
141,"Chicago North",Games,PG-13,185,6,4.99,11.99,"Liza Bergman"
141,"Chicago North",Games,PG-13,185,6,4.99,11.99,"Kevin Garland"
141,"Chicago North",Games,PG-13,185,6,4.99,11.99,"River Dean"
141,"Chicago North",Games,PG-13,185,6,4.99,11.99,"Meryl Gibson"
141,"Chicago North",Games,PG-13,185,6,4.99,11.99,"Burt Temple"
141,"Chicago North",Games,PG-13,185,6,4.99,11.99,"Jayne Silverstone"
142,"Chicken Hellfighters",Documentary,PG,122,3,0.99,24.99,"Kirsten Paltrow"
142,"Chicken Hellfighters",Documentary,PG,122,3,0.99,24.99,"Henry Berry"
143,"Chill Luck",Drama,PG,142,6,0.99,17.99,"Mary Tandy"
143,"Chill Luck",Drama,PG,142,6,0.99,17.99,"Burt Posey"
143,"Chill Luck",Drama,PG,142,6,0.99,17.99,"Woody Jolie"
143,"Chill Luck",Drama,PG,142,6,0.99,17.99,"Meg Hawke"
143,"Chill Luck",Drama,PG,142,6,0.99,17.99,"Warren Jackman"
144,"Chinatown Gladiator",New,PG,61,7,4.99,24.99,"Uma Wood"
144,"Chinatown Gladiator",New,PG,61,7,4.99,24.99,"Dan Torn"
144,"Chinatown Gladiator",New,PG,61,7,4.99,24.99,"Bob Fawcett"
144,"Chinatown Gladiator",New,PG,61,7,4.99,24.99,"Jude Cruise"
144,"Chinatown Gladiator",New,PG,61,7,4.99,24.99,"Jessica Bailey"
144,"Chinatown Gladiator",New,PG,61,7,4.99,24.99,"Sean Williams"
144,"Chinatown Gladiator",New,PG,61,7,4.99,24.99,"Penelope Monroe"
144,"Chinatown Gladiator",New,PG,61,7,4.99,24.99,"Geoffrey Heston"
144,"Chinatown Gladiator",New,PG,61,7,4.99,24.99,"Jeff Silverstone"
144,"Chinatown Gladiator",New,PG,61,7,4.99,24.99,"Jayne Silverstone"
145,"Chisum Behavior",Family,G,124,5,4.99,25.99,"Nick Wahlberg"
145,"Chisum Behavior",Family,G,124,5,4.99,25.99,"Gene Hopkins"
145,"Chisum Behavior",Family,G,124,5,4.99,25.99,"Fay Winslet"
145,"Chisum Behavior",Family,G,124,5,4.99,25.99,"Julia Fawcett"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Johnny Lollobrigida"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Lucille Tracy"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Elvis Marx"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Sissy Sobieski"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Val Bolger"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Susan Davis"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Russell Temple"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Al Garland"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Nick Degeneres"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Olympia Pfeiffer"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Lisa Monroe"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Humphrey Garland"
146,"Chitty Lock",Drama,G,107,6,2.99,24.99,"Rock Dukakis"
147,"Chocolat Harry",Family,NC-17,101,5,0.99,16.99,"Joe Swank"
147,"Chocolat Harry",Family,NC-17,101,5,0.99,16.99,"Rip Crawford"
147,"Chocolat Harry",Family,NC-17,101,5,0.99,16.99,"Kirk Jovovich"
147,"Chocolat Harry",Family,NC-17,101,5,0.99,16.99,"Jane Jackman"
147,"Chocolat Harry",Family,NC-17,101,5,0.99,16.99,"Reese West"
148,"Chocolate Duck",Foreign,R,132,3,2.99,13.99,"Joe Swank"
148,"Chocolate Duck",Foreign,R,132,3,2.99,13.99,"Cameron Streep"
148,"Chocolate Duck",Foreign,R,132,3,2.99,13.99,"Gary Penn"
148,"Chocolate Duck",Foreign,R,132,3,2.99,13.99,"Minnie Zellweger"
148,"Chocolate Duck",Foreign,R,132,3,2.99,13.99,"Julianne Dench"
148,"Chocolate Duck",Foreign,R,132,3,2.99,13.99,"Humphrey Willis"
148,"Chocolate Duck",Foreign,R,132,3,2.99,13.99,"Groucho Williams"
149,"Christmas Moonshine",Children,NC-17,150,7,0.99,21.99,"Penelope Monroe"
149,"Christmas Moonshine",Children,NC-17,150,7,0.99,21.99,"Emily Dee"
149,"Christmas Moonshine",Children,NC-17,150,7,0.99,21.99,"Thora Temple"
150,"Cider Desire",Documentary,PG,101,7,2.99,9.99,"Julia Mcqueen"
150,"Cider Desire",Documentary,PG,101,7,2.99,9.99,"Jodie Degeneres"
150,"Cider Desire",Documentary,PG,101,7,2.99,9.99,"Frances Day-lewis"
150,"Cider Desire",Documentary,PG,101,7,2.99,9.99,"Penelope Pinkett"
150,"Cider Desire",Documentary,PG,101,7,2.99,9.99,"Jon Chase"
151,"Cincinatti Whisperer",Sci-Fi,NC-17,143,5,4.99,26.99,"Anne Cronyn"
151,"Cincinatti Whisperer",Sci-Fi,NC-17,143,5,4.99,26.99,"Russell Bacall"
151,"Cincinatti Whisperer",Sci-Fi,NC-17,143,5,4.99,26.99,"Cuba Allen"
151,"Cincinatti Whisperer",Sci-Fi,NC-17,143,5,4.99,26.99,"Julianne Dench"
152,"Circus Youth",Children,PG-13,90,5,2.99,13.99,"Bob Fawcett"
152,"Circus Youth",Children,PG-13,90,5,2.99,13.99,"Matthew Carrey"
153,"Citizen Shrek",Sci-Fi,G,165,7,0.99,18.99,"Kevin Bloom"
153,"Citizen Shrek",Sci-Fi,G,165,7,0.99,18.99,"Gary Phoenix"
153,"Citizen Shrek",Sci-Fi,G,165,7,0.99,18.99,"Jude Cruise"
153,"Citizen Shrek",Sci-Fi,G,165,7,0.99,18.99,"Cary Mcconaughey"
153,"Citizen Shrek",Sci-Fi,G,165,7,0.99,18.99,"Kenneth Torn"
153,"Citizen Shrek",Sci-Fi,G,165,7,0.99,18.99,"Russell Temple"
153,"Citizen Shrek",Sci-Fi,G,165,7,0.99,18.99,"Ben Harris"
153,"Citizen Shrek",Sci-Fi,G,165,7,0.99,18.99,"Ian Tandy"
154,"Clash Freddy",Animation,G,81,6,2.99,12.99,"Uma Wood"
154,"Clash Freddy",Animation,G,81,6,2.99,12.99,"Vivien Bergen"
154,"Clash Freddy",Animation,G,81,6,2.99,12.99,"Helen Voight"
154,"Clash Freddy",Animation,G,81,6,2.99,12.99,"Milla Peck"
154,"Clash Freddy",Animation,G,81,6,2.99,12.99,"Liza Bergman"
154,"Clash Freddy",Animation,G,81,6,2.99,12.99,"Kim Allen"
154,"Clash Freddy",Animation,G,81,6,2.99,12.99,"Alan Dreyfuss"
155,"Cleopatra Devil",New,PG-13,150,6,0.99,26.99,"Karl Berry"
155,"Cleopatra Devil",New,PG-13,150,6,0.99,26.99,"Fred Costner"
155,"Cleopatra Devil",New,PG-13,150,6,0.99,26.99,"Ewan Gooding"
155,"Cleopatra Devil",New,PG-13,150,6,0.99,26.99,"Kim Allen"
155,"Cleopatra Devil",New,PG-13,150,6,0.99,26.99,"Fay Wood"
155,"Cleopatra Devil",New,PG-13,150,6,0.99,26.99,"William Hackman"
155,"Cleopatra Devil",New,PG-13,150,6,0.99,26.99,"John Suvari"
156,"Clerks Angels",Documentary,G,164,3,4.99,15.99,"Penelope Cronyn"
156,"Clerks Angels",Documentary,G,164,3,4.99,15.99,"Susan Davis"
156,"Clerks Angels",Documentary,G,164,3,4.99,15.99,"Adam Hopper"
156,"Clerks Angels",Documentary,G,164,3,4.99,15.99,"Bela Walken"
157,"Clockwork Paradise",Children,PG-13,143,7,0.99,29.99,"Spencer Peck"
157,"Clockwork Paradise",Children,PG-13,143,7,0.99,29.99,"Sylvester Dern"
157,"Clockwork Paradise",Children,PG-13,143,7,0.99,29.99,"Salma Nolte"
157,"Clockwork Paradise",Children,PG-13,143,7,0.99,29.99,"Kevin Garland"
157,"Clockwork Paradise",Children,PG-13,143,7,0.99,29.99,"Lucille Dee"
158,"Clones Pinocchio",Music,R,124,6,2.99,16.99,"Matthew Johansson"
158,"Clones Pinocchio",Music,R,124,6,2.99,16.99,"Angela Hudson"
158,"Clones Pinocchio",Music,R,124,6,2.99,16.99,"Sidney Crowe"
158,"Clones Pinocchio",Music,R,124,6,2.99,16.99,"Salma Nolte"
158,"Clones Pinocchio",Music,R,124,6,2.99,16.99,"Meryl Gibson"
159,"Closer Bang",Comedy,R,58,5,4.99,12.99,"Kirsten Paltrow"
159,"Closer Bang",Comedy,R,58,5,4.99,12.99,"Jodie Degeneres"
159,"Closer Bang",Comedy,R,58,5,4.99,12.99,"Russell Temple"
159,"Closer Bang",Comedy,R,58,5,4.99,12.99,"Greta Malden"
159,"Closer Bang",Comedy,R,58,5,4.99,12.99,"Ed Guiness"
159,"Closer Bang",Comedy,R,58,5,4.99,12.99,"Julia Fawcett"
160,"Club Graffiti",Animation,PG-13,65,4,0.99,12.99,"Tom Mckellen"
160,"Club Graffiti",Animation,PG-13,65,4,0.99,12.99,"Morgan Williams"
160,"Club Graffiti",Animation,PG-13,65,4,0.99,12.99,"Lisa Monroe"
160,"Club Graffiti",Animation,PG-13,65,4,0.99,12.99,"Debbie Akroyd"
161,"Clue Grail",Music,NC-17,70,6,4.99,27.99,"Kirk Jovovich"
161,"Clue Grail",Music,NC-17,70,6,4.99,27.99,"Rip Winslet"
161,"Clue Grail",Music,NC-17,70,6,4.99,27.99,"Spencer Peck"
161,"Clue Grail",Music,NC-17,70,6,4.99,27.99,"Liza Bergman"
161,"Clue Grail",Music,NC-17,70,6,4.99,27.99,"Gene Hopkins"
161,"Clue Grail",Music,NC-17,70,6,4.99,27.99,"Meryl Allen"
162,"Clueless Bucket",Action,R,95,4,2.99,13.99,"Uma Wood"
162,"Clueless Bucket",Action,R,95,4,2.99,13.99,"Charlize Dench"
162,"Clueless Bucket",Action,R,95,4,2.99,13.99,"Gina Degeneres"
162,"Clueless Bucket",Action,R,95,4,2.99,13.99,"Cameron Zellweger"
162,"Clueless Bucket",Action,R,95,4,2.99,13.99,"Morgan Mcdormand"
162,"Clueless Bucket",Action,R,95,4,2.99,13.99,"Adam Hopper"
162,"Clueless Bucket",Action,R,95,4,2.99,13.99,"Alan Dreyfuss"
162,"Clueless Bucket",Action,R,95,4,2.99,13.99,"Jon Chase"
163,"Clyde Theory",New,PG-13,139,4,0.99,29.99,"Sissy Sobieski"
163,"Clyde Theory",New,PG-13,139,4,0.99,29.99,"Johnny Cage"
163,"Clyde Theory",New,PG-13,139,4,0.99,29.99,"Greg Chaplin"
163,"Clyde Theory",New,PG-13,139,4,0.99,29.99,"Meryl Allen"
164,"Coast Rainbow",Documentary,PG,55,4,0.99,20.99,"Bette Nicholson"
164,"Coast Rainbow",Documentary,PG,55,4,0.99,20.99,"Cameron Streep"
164,"Coast Rainbow",Documentary,PG,55,4,0.99,20.99,"Sissy Sobieski"
164,"Coast Rainbow",Documentary,PG,55,4,0.99,20.99,"Reese Kilmer"
164,"Coast Rainbow",Documentary,PG,55,4,0.99,20.99,"Frances Day-lewis"
164,"Coast Rainbow",Documentary,PG,55,4,0.99,20.99,"Angela Witherspoon"
164,"Coast Rainbow",Documentary,PG,55,4,0.99,20.99,"Oprah Kilmer"
164,"Coast Rainbow",Documentary,PG,55,4,0.99,20.99,"Lisa Monroe"
164,"Coast Rainbow",Documentary,PG,55,4,0.99,20.99,"Burt Temple"
164,"Coast Rainbow",Documentary,PG,55,4,0.99,20.99,"Reese West"
165,"Coldblooded Darling",Sci-Fi,G,70,7,4.99,27.99,"Bette Nicholson"
165,"Coldblooded Darling",Sci-Fi,G,70,7,4.99,27.99,"Lucille Tracy"
165,"Coldblooded Darling",Sci-Fi,G,70,7,4.99,27.99,"Ben Willis"
165,"Coldblooded Darling",Sci-Fi,G,70,7,4.99,27.99,"Gina Degeneres"
166,"Color Philadelphia",Classics,G,149,6,2.99,19.99,"Penelope Guiness"
166,"Color Philadelphia",Classics,G,149,6,2.99,19.99,"Groucho Dunst"
166,"Color Philadelphia",Classics,G,149,6,2.99,19.99,"Salma Nolte"
166,"Color Philadelphia",Classics,G,149,6,2.99,19.99,"Daryl Crawford"
166,"Color Philadelphia",Classics,G,149,6,2.99,19.99,"Christopher West"
166,"Color Philadelphia",Classics,G,149,6,2.99,19.99,"Olympia Pfeiffer"
166,"Color Philadelphia",Classics,G,149,6,2.99,19.99,"John Suvari"
167,"Coma Head",Travel,NC-17,109,6,4.99,10.99,"Cameron Wray"
167,"Coma Head",Travel,NC-17,109,6,4.99,10.99,"Renee Tracy"
167,"Coma Head",Travel,NC-17,109,6,4.99,10.99,"Geoffrey Heston"
168,"Comancheros Enemy",Children,R,67,5,0.99,23.99,"Goldie Brody"
168,"Comancheros Enemy",Children,R,67,5,0.99,23.99,"Cate Mcqueen"
168,"Comancheros Enemy",Children,R,67,5,0.99,23.99,"Jayne Nolte"
168,"Comancheros Enemy",Children,R,67,5,0.99,23.99,"Michael Bening"
168,"Comancheros Enemy",Children,R,67,5,0.99,23.99,"Renee Ball"
169,"Comforts Rush",Travel,NC-17,76,3,2.99,19.99,"Russell Temple"
169,"Comforts Rush",Travel,NC-17,76,3,2.99,19.99,"Meryl Gibson"
169,"Comforts Rush",Travel,NC-17,76,3,2.99,19.99,"Humphrey Willis"
169,"Comforts Rush",Travel,NC-17,76,3,2.99,19.99,"Humphrey Garland"
169,"Comforts Rush",Travel,NC-17,76,3,2.99,19.99,"Bela Walken"
170,"Command Darling",Foreign,PG-13,120,5,4.99,28.99,"Grace Mostel"
170,"Command Darling",Foreign,PG-13,120,5,4.99,28.99,"Burt Posey"
170,"Command Darling",Foreign,PG-13,120,5,4.99,28.99,"Kenneth Pesci"
170,"Command Darling",Foreign,PG-13,120,5,4.99,28.99,"Liza Bergman"
170,"Command Darling",Foreign,PG-13,120,5,4.99,28.99,"Rita Reynolds"
170,"Command Darling",Foreign,PG-13,120,5,4.99,28.99,"Ewan Gooding"
170,"Command Darling",Foreign,PG-13,120,5,4.99,28.99,"Geoffrey Heston"
170,"Command Darling",Foreign,PG-13,120,5,4.99,28.99,"Meryl Gibson"
171,"Commandments Express",Horror,R,59,6,4.99,13.99,"Johnny Lollobrigida"
171,"Commandments Express",Horror,R,59,6,4.99,13.99,"Burt Dukakis"
171,"Commandments Express",Horror,R,59,6,4.99,13.99,"Warren Jackman"
171,"Commandments Express",Horror,R,59,6,4.99,13.99,"Cuba Birch"
172,"Coneheads Smoochy",Drama,NC-17,112,7,4.99,12.99,"Johnny Lollobrigida"
172,"Coneheads Smoochy",Drama,NC-17,112,7,4.99,12.99,"Dan Torn"
172,"Coneheads Smoochy",Drama,NC-17,112,7,4.99,12.99,"Julia Mcqueen"
172,"Coneheads Smoochy",Drama,NC-17,112,7,4.99,12.99,"Alec Wayne"
172,"Coneheads Smoochy",Drama,NC-17,112,7,4.99,12.99,"Audrey Olivier"
172,"Coneheads Smoochy",Drama,NC-17,112,7,4.99,12.99,"Julia Barrymore"
172,"Coneheads Smoochy",Drama,NC-17,112,7,4.99,12.99,"Gina Degeneres"
172,"Coneheads Smoochy",Drama,NC-17,112,7,4.99,12.99,"Warren Jackman"
172,"Coneheads Smoochy",Drama,NC-17,112,7,4.99,12.99,"Richard Penn"
173,"Confessions Maguire",Drama,PG-13,65,7,4.99,25.99,"Grace Mostel"
173,"Confessions Maguire",Drama,PG-13,65,7,4.99,25.99,"Russell Bacall"
173,"Confessions Maguire",Drama,PG-13,65,7,4.99,25.99,"Warren Jackman"
173,"Confessions Maguire",Drama,PG-13,65,7,4.99,25.99,"Audrey Bailey"
174,"Confidential Interview",Music,NC-17,180,6,4.99,13.99,"Parker Goldberg"
174,"Confidential Interview",Music,NC-17,180,6,4.99,13.99,"Sylvester Dern"
175,"Confused Candles",Family,PG-13,122,3,2.99,27.99,"Christian Akroyd"
175,"Confused Candles",Family,PG-13,122,3,2.99,27.99,"Ralph Cruz"
175,"Confused Candles",Family,PG-13,122,3,2.99,27.99,"James Pitt"
175,"Confused Candles",Family,PG-13,122,3,2.99,27.99,"Albert Nolte"
175,"Confused Candles",Family,PG-13,122,3,2.99,27.99,"River Dean"
175,"Confused Candles",Family,PG-13,122,3,2.99,27.99,"Gene Mckellen"
176,"Congeniality Quest",Sports,PG-13,87,6,0.99,21.99,"Tom Mckellen"
176,"Congeniality Quest",Sports,PG-13,87,6,0.99,21.99,"Nick Stallone"
176,"Congeniality Quest",Sports,PG-13,87,6,0.99,21.99,"Christopher Berry"
177,"Connecticut Tramp",Sci-Fi,R,172,4,4.99,20.99,"Karl Berry"
177,"Connecticut Tramp",Sci-Fi,R,172,4,4.99,20.99,"Fred Costner"
177,"Connecticut Tramp",Sci-Fi,R,172,4,4.99,20.99,"Johnny Cage"
177,"Connecticut Tramp",Sci-Fi,R,172,4,4.99,20.99,"Henry Berry"
177,"Connecticut Tramp",Sci-Fi,R,172,4,4.99,20.99,"Meg Hawke"
177,"Connecticut Tramp",Sci-Fi,R,172,4,4.99,20.99,"Albert Johansson"
177,"Connecticut Tramp",Sci-Fi,R,172,4,4.99,20.99,"Vivien Basinger"
178,"Connection Microcosmos",Comedy,G,115,6,0.99,25.99,"Cameron Streep"
178,"Connection Microcosmos",Comedy,G,115,6,0.99,25.99,"Natalie Hopkins"
178,"Connection Microcosmos",Comedy,G,115,6,0.99,25.99,"Scarlett Damon"
178,"Connection Microcosmos",Comedy,G,115,6,0.99,25.99,"Renee Tracy"
178,"Connection Microcosmos",Comedy,G,115,6,0.99,25.99,"Fay Winslet"
178,"Connection Microcosmos",Comedy,G,115,6,0.99,25.99,"Russell Temple"
178,"Connection Microcosmos",Comedy,G,115,6,0.99,25.99,"Vivien Basinger"
179,"Conquerer Nuts",Drama,G,173,4,4.99,14.99,"Matthew Johansson"
179,"Conquerer Nuts",Drama,G,173,4,4.99,14.99,"Kirsten Paltrow"
179,"Conquerer Nuts",Drama,G,173,4,4.99,14.99,"Kevin Bloom"
179,"Conquerer Nuts",Drama,G,173,4,4.99,14.99,"Henry Berry"
179,"Conquerer Nuts",Drama,G,173,4,4.99,14.99,"Cameron Zellweger"
179,"Conquerer Nuts",Drama,G,173,4,4.99,14.99,"John Suvari"
180,"Conspiracy Spirit",Classics,PG-13,184,4,2.99,27.99,"Kirk Jovovich"
180,"Conspiracy Spirit",Classics,PG-13,184,4,2.99,27.99,"Minnie Kilmer"
180,"Conspiracy Spirit",Classics,PG-13,184,4,2.99,27.99,"Christopher West"
180,"Conspiracy Spirit",Classics,PG-13,184,4,2.99,27.99,"Mena Hopper"
181,"Contact Anonymous",Travel,PG-13,166,7,2.99,10.99,"Mena Temple"
181,"Contact Anonymous",Travel,PG-13,166,7,2.99,10.99,"Christopher Berry"
181,"Contact Anonymous",Travel,PG-13,166,7,2.99,10.99,"Morgan Hopkins"
181,"Contact Anonymous",Travel,PG-13,166,7,2.99,10.99,"Ewan Gooding"
181,"Contact Anonymous",Travel,PG-13,166,7,2.99,10.99,"Olympia Pfeiffer"
182,"Control Anthem",Comedy,G,185,7,4.99,9.99,"Bob Fawcett"
182,"Control Anthem",Comedy,G,185,7,4.99,9.99,"Audrey Olivier"
182,"Control Anthem",Comedy,G,185,7,4.99,9.99,"Charlize Dench"
183,"Conversation Downhill",Family,R,112,4,4.99,14.99,"Dustin Tautou"
183,"Conversation Downhill",Family,R,112,4,4.99,14.99,"Chris Bridges"
183,"Conversation Downhill",Family,R,112,4,4.99,14.99,"Greta Malden"
184,"Core Suit",Classics,PG-13,92,3,2.99,24.99,"Penelope Pinkett"
184,"Core Suit",Classics,PG-13,92,3,2.99,24.99,"Penelope Cronyn"
184,"Core Suit",Classics,PG-13,92,3,2.99,24.99,"Angela Witherspoon"
184,"Core Suit",Classics,PG-13,92,3,2.99,24.99,"Mena Hopper"
185,"Cowboy Doom",Foreign,PG,146,3,2.99,10.99,"Ed Chase"
185,"Cowboy Doom",Foreign,PG,146,3,2.99,10.99,"Milla Keitel"
185,"Cowboy Doom",Foreign,PG,146,3,2.99,10.99,"Julianne Dench"
185,"Cowboy Doom",Foreign,PG,146,3,2.99,10.99,"Whoopi Hurt"
185,"Cowboy Doom",Foreign,PG,146,3,2.99,10.99,"Gregory Gooding"
186,"Craft Outfield",Drama,NC-17,64,6,0.99,17.99,"Rip Crawford"
186,"Craft Outfield",Drama,NC-17,64,6,0.99,17.99,"Henry Berry"
186,"Craft Outfield",Drama,NC-17,64,6,0.99,17.99,"Scarlett Damon"
186,"Craft Outfield",Drama,NC-17,64,6,0.99,17.99,"Liza Bergman"
186,"Craft Outfield",Drama,NC-17,64,6,0.99,17.99,"Jada Ryder"
186,"Craft Outfield",Drama,NC-17,64,6,0.99,17.99,"Mary Keitel"
187,"Cranes Reservoir",Sports,NC-17,57,5,2.99,12.99,"Vivien Bergen"
187,"Cranes Reservoir",Sports,NC-17,57,5,2.99,12.99,"Reese Kilmer"
187,"Cranes Reservoir",Sports,NC-17,57,5,2.99,12.99,"Angelina Astaire"
187,"Cranes Reservoir",Sports,NC-17,57,5,2.99,12.99,"Charlize Dench"
187,"Cranes Reservoir",Sports,NC-17,57,5,2.99,12.99,"Laura Brody"
187,"Cranes Reservoir",Sports,NC-17,57,5,2.99,12.99,"Julia Zellweger"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Sissy Sobieski"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Woody Jolie"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Meg Hawke"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Russell Bacall"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Morgan Mcdormand"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Albert Nolte"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Cate Harris"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Russell Temple"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Vivien Basinger"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Harvey Hope"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Will Wilson"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Alan Dreyfuss"
188,"Crazy Home",Comedy,PG,136,7,2.99,24.99,"Gene Mckellen"
189,"Creatures Shakespeare",Games,NC-17,139,3,0.99,23.99,"Susan Davis"
189,"Creatures Shakespeare",Games,NC-17,139,3,0.99,23.99,"Groucho Dunst"
189,"Creatures Shakespeare",Games,NC-17,139,3,0.99,23.99,"Reese West"
190,"Creepers Kane",Classics,NC-17,172,5,4.99,23.99,"Christopher Berry"
190,"Creepers Kane",Classics,NC-17,172,5,4.99,23.99,"Sylvester Dern"
190,"Creepers Kane",Classics,NC-17,172,5,4.99,23.99,"Renee Tracy"
190,"Creepers Kane",Classics,NC-17,172,5,4.99,23.99,"Scarlett Bening"
190,"Creepers Kane",Classics,NC-17,172,5,4.99,23.99,"Jayne Nolte"
190,"Creepers Kane",Classics,NC-17,172,5,4.99,23.99,"William Hackman"
191,"Crooked Frogmen",Children,PG-13,143,6,0.99,27.99,"Joe Swank"
191,"Crooked Frogmen",Children,PG-13,143,6,0.99,27.99,"Christian Gable"
191,"Crooked Frogmen",Children,PG-13,143,6,0.99,27.99,"Cate Harris"
191,"Crooked Frogmen",Children,PG-13,143,6,0.99,27.99,"Albert Johansson"
191,"Crooked Frogmen",Children,PG-13,143,6,0.99,27.99,"Laurence Bullock"
191,"Crooked Frogmen",Children,PG-13,143,6,0.99,27.99,"William Hackman"
192,"Crossing Divorce",Foreign,R,50,4,4.99,19.99,"Jude Cruise"
192,"Crossing Divorce",Foreign,R,50,4,4.99,19.99,"Milla Keitel"
193,"Crossroads Casualties",Animation,G,153,5,2.99,20.99,"Bette Nicholson"
193,"Crossroads Casualties",Animation,G,153,5,2.99,20.99,"Kenneth Pesci"
193,"Crossroads Casualties",Animation,G,153,5,2.99,20.99,"Kenneth Torn"
193,"Crossroads Casualties",Animation,G,153,5,2.99,20.99,"Frances Tomei"
193,"Crossroads Casualties",Animation,G,153,5,2.99,20.99,"Ed Mansfield"
193,"Crossroads Casualties",Animation,G,153,5,2.99,20.99,"Russell Temple"
193,"Crossroads Casualties",Animation,G,153,5,2.99,20.99,"Meryl Gibson"
193,"Crossroads Casualties",Animation,G,153,5,2.99,20.99,"Ed Guiness"
194,"Crow Grease",Action,PG,104,6,0.99,22.99,"Cameron Streep"
194,"Crow Grease",Action,PG,104,6,0.99,22.99,"Jodie Degeneres"
194,"Crow Grease",Action,PG,104,6,0.99,22.99,"Scarlett Damon"
194,"Crow Grease",Action,PG,104,6,0.99,22.99,"Chris Bridges"
194,"Crow Grease",Action,PG,104,6,0.99,22.99,"Walter Torn"
194,"Crow Grease",Action,PG,104,6,0.99,22.99,"Groucho Dunst"
194,"Crow Grease",Action,PG,104,6,0.99,22.99,"Cameron Zellweger"
194,"Crow Grease",Action,PG,104,6,0.99,22.99,"Morgan Mcdormand"
194,"Crow Grease",Action,PG,104,6,0.99,22.99,"Frances Tomei"
194,"Crow Grease",Action,PG,104,6,0.99,22.99,"Lisa Monroe"
195,"Crowds Telemark",Sci-Fi,R,112,3,4.99,16.99,"Matthew Johansson"
195,"Crowds Telemark",Sci-Fi,R,112,3,4.99,16.99,"Anne Cronyn"
195,"Crowds Telemark",Sci-Fi,R,112,3,4.99,16.99,"Jeff Silverstone"
195,"Crowds Telemark",Sci-Fi,R,112,3,4.99,16.99,"Matthew Carrey"
196,"Cruelty Unforgiven",Classics,G,69,7,0.99,29.99,"Greg Chaplin"
196,"Cruelty Unforgiven",Classics,G,69,7,0.99,29.99,"Will Wilson"
197,"Crusade Honey",Sports,R,112,4,2.99,27.99,"Tim Hackman"
197,"Crusade Honey",Sports,R,112,4,2.99,27.99,"Fay Kilmer"
197,"Crusade Honey",Sports,R,112,4,2.99,27.99,"Ray Johansson"
197,"Crusade Honey",Sports,R,112,4,2.99,27.99,"Sean Guiness"
197,"Crusade Honey",Sports,R,112,4,2.99,27.99,"Meg Hawke"
197,"Crusade Honey",Sports,R,112,4,2.99,27.99,"Matthew Leigh"
197,"Crusade Honey",Sports,R,112,4,2.99,27.99,"Renee Tracy"
197,"Crusade Honey",Sports,R,112,4,2.99,27.99,"Albert Johansson"
197,"Crusade Honey",Sports,R,112,4,2.99,27.99,"Lisa Monroe"
198,"Crystal Breaking",Foreign,NC-17,184,6,2.99,22.99,"Reese Kilmer"
198,"Crystal Breaking",Foreign,NC-17,184,6,2.99,22.99,"Jayne Neeson"
198,"Crystal Breaking",Foreign,NC-17,184,6,2.99,22.99,"Penelope Cronyn"
198,"Crystal Breaking",Foreign,NC-17,184,6,2.99,22.99,"Liza Bergman"
198,"Crystal Breaking",Foreign,NC-17,184,6,2.99,22.99,"Fay Wood"
199,"Cupboard Sinners",Documentary,R,56,4,2.99,29.99,"Helen Voight"
199,"Cupboard Sinners",Documentary,R,56,4,2.99,29.99,"Cameron Streep"
